选课号,课程,开课校区,授课方式,授课老师,学分,总学时,限选人数,上课时间
"18004113","器乐、声乐Ⅰ-1","鱼山校区","讲授","隋天开","1.5","32","50","1-17周",
"18004112","器乐、声乐Ⅰ-1","鱼山校区","讲授","宋胤","1.5","32","50","1-17周",
"18004111","器乐、声乐Ⅰ-1","鱼山校区","讲授","刘琳","1.5","32","50","1-17周",
"18004110","器乐、声乐Ⅰ-1","鱼山校区","讲授","宁燕","1.5","32","50","1-17周",
"18004109","器乐、声乐Ⅰ-1","鱼山校区","讲授","李丕宏","1.5","32","50","1-17周",
"18004108","器乐、声乐Ⅰ-1","鱼山校区","讲授","郭亮","1.5","32","50","1-17周",
"18004107","器乐、声乐Ⅰ-1","鱼山校区","讲授","董晓","1.5","32","50","1-17周",
"18004106","器乐、声乐Ⅰ-1","鱼山校区","讲授","崔素妍","1.5","32","50","1-17周",
"18004101","器乐、声乐Ⅰ-1","鱼山校区","讲授","盖尧","1.5","32","50","1-17周",
"18004093","室内乐（管弦、民乐、声乐、键盘）II-1","鱼山校区","讲授","庄妍","2.0","32","50","1-17周 六(10-11节)",
"18004092","室内乐（管弦、民乐、声乐、键盘）II-1","鱼山校区","讲授","王云飞","2.0","32","50","1-17周 六(10-11节)",
"18004091","室内乐（管弦、民乐、声乐、键盘）II-1","鱼山校区","讲授","隋天开","2.0","32","50","1-17周 六(10-11节)",
"18004090","室内乐（管弦、民乐、声乐、键盘）II-1","鱼山校区","讲授","盖尧","2.0","32","50","1-17周 六(10-11节)",
"18004089","室内乐（管弦、民乐、声乐、键盘）II-1","鱼山校区","讲授","郭亮","2.0","32","50","1-17周 六(10-11节)",
"18004088","室内乐（管弦、民乐、声乐、键盘）II-1","鱼山校区","讲授","许珊","2.0","32","50","1-17周 六(10-11节)",
"18004029","室内乐（管弦、民乐、声乐、键盘）II-1","鱼山校区","讲授","李丕宏","2.0","32","50","1-17周 六(10-11节)",
"18004013","合唱指挥Ⅲ-1","鱼山校区","讲授","彭善友","2.5","48","45","1-17周 三(3-4节)",
"18004025","合唱指挥Ⅱ-1","鱼山校区","讲授","彭善友","2.5","48","50","1-17周 三(3-4节)",
"18004096","钢琴基础（普修）Ⅰ-1","鱼山校区","讲授","邹允","1.0","16","50","1-17周 五(1-2节)双",
"18004008","电脑音乐基础Ⅰ","鱼山校区","讲授","贾巍","2.0","32","24","1-17周 二(3-4节)",
"18004103","视唱练耳Ⅰ-1","鱼山校区","讲授","刘海蓉","2.0","32","50","1-17周 二(3-4节)",
"18004031","音乐演奏演唱心理","鱼山校区","讲授","李庆昱","2.0","32","50","1-17周 一(3-4节)",
"18004017","世界音乐与多元文化概论","鱼山校区","讲授","康芮婷","2.0","32","45","1-17周 二(1-2节)",
"18004030","心理学","鱼山校区","讲授","外聘(艺术)","2.0","32","50","1-17周 三(7-8节)",
"18004009","复调","鱼山校区","讲授","贾巍","2.0","32","24","1-17周 四(3-4节)",
"18004105","音乐基础理论","鱼山校区","讲授","康芮婷","2.0","32","50","1-17周 三(3-4节)",
"18004018","西方音乐史概论2","鱼山校区","讲授","康芮婷","2.0","32","45","1-17周 一(5-6节)",
"18004019","作品分析Ⅰ","鱼山校区","讲授","刘海蓉","2.0","32","45","1-17周 一(1-2节)",
"18004024","和声Ⅰ","鱼山校区","讲授","刘海蓉","2.0","32","50","1-17周 二(1-2节)",
"18004032","中国音乐史概论","鱼山校区","讲授","外聘(艺术)","3.0","48","50","1-17周 一(7-9节);1-16周 五(5-6节)单",
"14002018","网络与多媒体技术","崂山校区","讲授","王玺","3.0","56","45","1-16周 三(7-8节)",
"14002020","新媒体艺术","崂山校区","讲授","郑鑫","3.0","56","45","1-17周 四(3-4节)",
"14002032","新媒体营销","崂山校区","讲授","金鑫","3.0","48","58","1-17周 五(5-7节)",
"14002026","新闻学术前沿","崂山校区","讲授","王天定","2.0","32","50","1-17周 四(3-4节)",
"14002024","名记者及其作品研究","崂山校区","讲授","赵杨","2.0","32","100","1-17周 二(7-8节)",
"14002041","新闻伦理与法规","崂山校区","讲授","张晨","3.0","48","100","1-17周 五(7-9节);1-16周 五(3-4节)双",
"14002028","媒体信息数据挖掘","崂山校区","讲授","王玺","3.0","56","58","1-16周 三(5-6节)",
"14002038","社会学","崂山校区","讲授","刘佳","2.0","32","90","1-17周 四(1-2节)",
"14002039","现代文秘","崂山校区","讲授","金鑫","2.0","40","80","1-17周 一(3-4节)",
"14002046","专业导论讲座","崂山校区","讲授","金鑫","1.0","16","80","1-9周 四(3-4节)",
"14002044","中国现当代文学","崂山校区","讲授","何卫青","3.0","48","100","1-17周 一(10-12节)",
"14002037","广告学","崂山校区","讲授","傅根清","3.0","56","100","1-17周 二(5-7节)",
"14002030","网络传播发展史","崂山校区","讲授","王志刚 王志刚","3.0","48","58","1-17周 一(5-7节)",
"14002012","世界新闻传播史","崂山校区","讲授","马克秀","3.0","48","55","1-17周 三(5-7节)",
"14002042","传播学","崂山校区","讲授","公文","3.0","48","100","1-17周 一(10-12节);1-9周 三(3-4节)",
"14002043","人文社科导论","崂山校区","讲授","朱纪达","2.0","32","80","1-9周 二(3-4节)",
"14002045","中国新闻传播史","崂山校区","讲授","王天定","3.0","48","90","1-17周 二(5-7节)",
"14001056","大学生职业发展教育Ⅰ","崂山校区","讲授","吉晓莉","0.5","8","75","1-9周 一(7-8节)单",
"14002031","新媒体创意工作坊","崂山校区","讲授","王璇","2.0","40","50","1-17周 三(7-8节)",
"14002023","纪录片创作","崂山校区","讲授","赵杨","2.0","40","100","1-17周 二(3-4节)",
"14002034","毕业实习","崂山校区","讲授","金鑫","6.0","100","100","1-16周",
"14002025","危机传播管理","崂山校区","讲授","傅根清","2.0","40","40","1-17周 一(5-6节);1-17周 三(3-4节)",
"14002040","新闻采访与写作","崂山校区","讲授","欧阳霞","6.0","122","100","1-17周 一(5-7节);1-9周 三(3-4节)",
"14001047","影视艺术","崂山校区","讲授","王雪","2.0","32","100","1-9周 一(3-4节)",
"14001049","儿童文学","崂山校区","讲授","程诺","3.0","48","50","1-17周 一(5-7节)",
"14001015","儿童文学","崂山校区","讲授","何卫青","3.0","48","50","1-17周 一(5-7节)",
"14001028","应用文写作","崂山校区","讲授","王小强","2.0","34","60","1-17周 二(5-6节)",
"14001039","口才学理论与实践","崂山校区","讲授","李军","2.0","36","93","1-17周 一(7-8节)",
"14001038","甲骨文与商周文明","崂山校区","讲授","张新俊","2.0","34","93","1-17周 五(5-6节)",
"14001022","社会语言学","崂山校区","讲授","邢军","2.0","36","80","1-17周 一(3-4节)",
"14001034","词学研究专题","崂山校区","讲授","孙文婷","2.0","32","93","1-17周 三(5-6节)",
"14001050","文学青岛研究","崂山校区","讲授","李莹","2.0","34","50","1-17周 一(3-4节)",
"14001055","杜甫与中古文学研究","崂山校区","讲授","鞠岩","2.0","34","90","1-17周 五(3-4节)",
"14001037","汉语史","崂山校区","讲授","周硕","2.0","34","93","1-17周 三(3-4节);10-17周 三(5-6节)",
"14001040","马克思主义文艺理论","崂山校区","讲授","柴焰","2.0","34","40","10-17周 二(5-6节)",
"14001029","中国当代文学经典精读","崂山校区","讲授","段晓琳","2.0","34","80","1-17周 二(5-6节)",
"14001027","英诗的中译、细读与诵读","崂山校区","讲授","于慈江","2.0","34","65","1-17周 五(3-4节)",
"14001025","先秦两汉儒学与文学","崂山校区","讲授","韦春喜","2.0","34","50","1-17周 三(3-4节)",
"14001036","古埃及象形文字入门","崂山校区","讲授","陈永生","2.0","32","93","1-17周 一(5-6节);1-8周 三(1-2节)",
"14001041","文史要籍导读","崂山校区","讲授","李婧","2.0","34","93","1-8周 二(5-6节)",
"14001021","汉语修辞","崂山校区","讲授","李军","2.0","34","100","1-17周 三(3-4节)",
"14001020","汉语词汇学","崂山校区","讲授","刘中富","2.0","34","96","1-17周 四(3-4节)",
"14001042","西方文论","崂山校区","讲授","郭玉越","2.0","34","40","1-17周 四(3-4节)",
"14001033","比较文学","崂山校区","讲授","马宏伟","2.0","34","90","1-17周 二(3-4节)",
"14001026","现代汉语Ⅱ","崂山校区","讲授","刘一梦","3.0","52","96","1-17周 二(10-12节);1-17周 四(1-2节)",
"14001018","古代汉语Ⅰ","崂山校区","讲授","张新俊","4.0","66","50","1-17周 二(3-4节);1-17周 四(1-2节)",
"14001017","古代汉语Ⅰ","崂山校区","讲授","杨瑞芳","4.0","66","50","1-17周 二(3-4节)",
"14001023","外国文学Ⅰ","崂山校区","讲授","马宏伟","3.0","50","120","1-17周 五(5-7节);9-15周 五(1-2节);9-15周 三(1-2节)",
"14001031","中国古代文学Ⅲ","崂山校区","讲授","柳卓霞 贺琴","3.0","50","80","1-9周 三(5-7节)",
"14001024","文学概论Ⅱ","崂山校区","讲授","郭玉越","3.0","50","96","1-17周 四(10-12节)",
"14001032","中国近代文学","崂山校区","讲授","张治","2.0","34","96","1-17周 三(8-9节);1-13周 二(5-6节)",
"14001053","中国古代文学Ⅰ","崂山校区","讲授","孙玲玲","3.0","50","50","1-13周 一(5-6节)",
"14001051","中国古代文学Ⅰ","崂山校区","讲授","李婧","3.0","50","50","1-17周 三(5-7节);1-17周 五(5-6节)",
"14001052","中国现代文学","崂山校区","讲授","徐晓红","4.0","66","100","1-17周 五(3-4节)",
"14001043","语言学概论","崂山校区","讲授","刘一梦","3.0","48","108","1-17周 二(7-9节)",
"14001048","大学生职业发展教育Ⅱ","崂山校区","讲授","吉晓莉","0.5","8","150","1-9周 一(7-8节)双",
"13005025","经贸德语写作","崂山校区","讲授","杨帆","1.5","16","36","10-17周 三(3-4节)",
"13005026","商务德语会话","崂山校区","讲授","杨帆","1.5","16","36","1-9周 三(3-4节)",
"13005028","英语写作","崂山校区","讲授","魏银霞","2.0","32","36","1-17周 二(7-8节)",
"13007002","德语学术写作","崂山校区","讲授","外教(德语)","1.0","16","51","1-17周 一(3-4节)双",
"13007005","德语写作II","崂山校区","讲授","外教(德语)","1.0","16","55","1-17周 一(3-4节)单",
"13005030","德汉翻译入门","崂山校区","讲授","杨帆 王京平","2.0","32","51","1-17周 二(7-8节)",
"13005024","德语翻译学导论","崂山校区","讲授","外教(德语)","2.0","32","36","1-17周 一(1-2节)",
"13005035","英汉互译","崂山校区","讲授","魏银霞","2.0","32","51","1-17周 二(5-6节)",
"13005027","英汉互译","崂山校区","讲授","张慧","2.0","32","36","1-17周 三(5-6节)",
"13005029","语言研究方法导论","崂山校区","讲授","齐冬冬","2.0","32","36","1-17周 二(10-11节)",
"13005023","奥地利与瑞士文学专题","崂山校区","讲授","徐珺","2.0","32","36","1-17周 五(3-4节)",
"13005012","法语国家与地区概况","崂山校区","讲授","王吉英","2.0","32","49","1-17周 三(3-4节)",
"13007001","德国社会与文化概论","崂山校区","讲授","外教(德语)","2.0","32","50","1-17周 二(10-11节)",
"13005031","德语文学导论","崂山校区","讲授","孙丽丽 外教(德语)","2.0","32","51","1-17周 五(5-6节)",
"13005032","德语语言学导论","崂山校区","讲授","齐冬冬 王京平","2.0","32","51","1-17周 一(7-8节)",
"13005020","法语阅读","崂山校区","讲授","房立维","2.0","32","15","1-17周 二(3-4节);1-17周 五(5-6节);1-17周 三(3-4节)",
"13005045","德语听说训练I","崂山校区","讲授","外教(德语)","6.0","96","30","1-17周 一(7-8节);1-17周 五(7-8节);1-17周 三(5-6节)",
"13005044","德语听说训练I","崂山校区","讲授","外教(德语)","6.0","96","30","1-17周 一(5-6节);1-17周 五(1-2节);1-17周 四(1-2节);1-17周 三(5-6节)",
"13007007","中级德语I","崂山校区","讲授","孙丽丽","6.0","96","28","1-17周 二(5-6节);1-17周 五(1-2节);1-17周 四(3-4节);1-17周 三(1-2节)",
"13007006","中级德语I","崂山校区","讲授","徐珺","6.0","96","28","1-17周 二(3-4节);1-17周 五(3-4节);1-17周 三(3-4节)",
"13005019","法语视听说III","崂山校区","讲授","外教(法语)","6.0","96","25","1-17周 二(7-8节);1-17周 五(1-2节);1-17周 三(1-2节)",
"13005018","法语视听说III","崂山校区","讲授","外教(法语)","6.0","96","25","1-17周 二(5-6节);1-17周 三(7-8节)",
"13007004","德语听说训练III","崂山校区","讲授","外教(德语)","4.0","64","28","1-17周 一(5-6节);1-17周 三(3-4节)",
"13007003","德语听说训练III","崂山校区","讲授","外教(德语)","4.0","64","28","1-17周 一(7-8节)",
"13005034","高级英语Ⅰ","崂山校区","讲授","郭恩华","2.0","32","51","1-17周 三(5-6节)",
"13005046","德语专业导航","崂山校区","讲授","杨帆 齐冬冬 徐珺","0.5","8","55","1-17周 日(11-12节);1-17周 四(3-4节)",
"13005033","高级德语I","崂山校区","讲授","周奕珺","4.0","64","51","1-17周 一(1-2节);1-17周 五(3-4节);1-17周 四(1-2节);1-17周 三(7-8节);1-17周 二(3-4节)",
"13005048","基础德语I","崂山校区","讲授","王凯 周奕珺","8.0","160","30","1-17周 一(3-4节);1-17周 五(3-4节);1-17周 四(1-2节);1-17周 三(7-8节);1-17周 二(3-4节)",
"13005047","基础德语I","崂山校区","讲授","高磊 齐冬冬","8.0","160","30","1-17周 一(3-4节)",
"13005036","学术前沿专题讲座","崂山校区","讲授","王吉英","0.5","8","32","1-4周 三(5-6节)",
"13005007","企业管理法语","崂山校区","讲授","卢晓帆","2.0","32","32","1-17周 二(5-6节)",
"13005017","经济法语 I","崂山校区","讲授","卢晓帆","2.0","32","25","1-17周 二(3-4节)",
"13005016","经济法语 I","崂山校区","讲授","卢晓帆","2.0","32","25","1-17周 二(1-2节)",
"13005005","法语口译","崂山校区","讲授","蒯佳","2.0","32","20","1-17周 五(3-4节)",
"13005013","法语写作Ⅰ","崂山校区","讲授","外教(法语)","2.0","32","49","1-17周 二(7-8节)",
"13005011","法汉翻译","崂山校区","讲授","蒯佳","2.0","32","25","1-17周 四(1-2节)",
"13005010","法汉翻译","崂山校区","讲授","蒯佳","2.0","32","25","1-17周 四(3-4节)",
"13005009","法国文学Ⅰ","崂山校区","讲授","房立维","2.0","32","49","1-17周 一(3-4节);1-17周 五(7-8节);1-17周 三(7-8节)",
"13005038","法语视听说I","崂山校区","讲授","外教(法语)","6.0","96","25","1-17周 二(7-8节);1-17周 五(7-8节);1-17周 三(7-8节)",
"13005037","法语视听说I","崂山校区","讲授","外教(法语)","6.0","96","25","1-17周 二(7-8节)",
"13005041","法语专业导航","崂山校区","讲授","王吉英 房立维 李海南","0.5","8","50","1-17周 日(11-12节)",
"13005040","法语语音","崂山校区","讲授","外教(法语)","2.0","32","25","1-17周 一(7-8节)",
"13005039","法语语音","崂山校区","讲授","外教(法语)","2.0","32","25","1-17周 一(7-8节);1-17周 四(1-2节);1-17周 三(3-4节);1-17周 二(1-2节)",
"13005043","基础法语Ⅰ","崂山校区","讲授","邵娟","8.0","128","25","1-17周 一(3-4节);1-17周 四(3-4节);1-17周 三(1-2节);1-17周 二(5-6节)",
"13005042","基础法语Ⅰ","崂山校区","讲授","李海南","8.0","128","25","1-17周 一(5-6节);1-17周 四(3-4节)",
"13005015","高级法语Ⅰ","崂山校区","讲授","吴晓倩","4.0","64","25","1-17周 三(1-2节);1-17周 四(1-2节)",
"13005014","高级法语Ⅰ","崂山校区","讲授","吴晓倩","4.0","64","25","1-17周 三(5-6节);1-17周 四(3-4节);1-17周 三(1-2节);1-17周 二(1-2节)",
"13005022","中级法语Ⅰ","崂山校区","讲授","崔丹丹","8.0","128","17","1-17周 一(1-2节);1-17周 四(3-4节);1-17周 三(3-4节);1-17周 二(1-2节)",
"13005021","中级法语Ⅰ","崂山校区","讲授","尹伟","8.0","128","17","1-17周 一(3-4节);2周 五(3-4节);2周 三(7-8节);2周 二(10-11节)",
"13006023","学术前沿专题讲座","崂山校区","讲授","吴圣爱","0.5","8","22","2周 一(3-4节)",
"13006009","中韩语言对比","崂山校区","讲授","金龙范","2.0","32","22","1-17周 二(5-6节)",
"13006001","电影与韩国文化","崂山校区","讲授","李翔宇","2.0","32","22","1-17周 二(7-8节)",
"13006016","韩语写作Ⅰ","崂山校区","讲授","外教(朝鲜语)","2.0","32","23","1-17周 二(7-8节)",
"13006003","韩国文学作品鉴赏Ⅱ","崂山校区","讲授","李海英","2.0","32","22","1-17周 二(3-4节)",
"13006008","中韩文学关系史","崂山校区","讲授","李光在","2.0","32","22","1-17周 三(5-6节)",
"13006014","韩国语语法","崂山校区","讲授","吴圣爱","2.0","32","23","1-17周 一(5-6节)",
"13006002","韩国社会与文化","崂山校区","讲授","李翔宇","2.0","32","22","1-17周 一(7-8节)",
"13006004","韩国现代文学史","崂山校区","讲授","李海英","2.0","32","22","1-17周 四(3-4节)",
"13006018","东北亚国际关系","崂山校区","讲授","李翔宇","2.0","32","32","1-17周 一(3-4节)",
"13006017","韩中翻译理论与实践","崂山校区","讲授","邓倩","2.0","32","23","1-17周 一(3-4节)",
"13006010","朝韩古典文学作品鉴赏","崂山校区","讲授","任明杰","2.0","32","23","1-17周 五(5-6节)",
"13006011","朝鲜-韩国古代文学史","崂山校区","讲授","田娟","2.0","32","23","1-17周 三(5-6节)",
"13006026","初级韩国语会话Ⅰ","崂山校区","讲授","外教(朝鲜语)","1.0","32","35","1-17周 三(5-6节);1-17周 四(3-4节);1-17周 三(3-4节)",
"13006012","高级韩国语Ⅰ","崂山校区","讲授","外教(朝鲜语)","6.0","96","23","1-17周 二(3-4节);1-17周 四(3-4节);1-17周 三(3-4节)",
"13006021","中级韩国语I","崂山校区","讲授","金龙范","6.0","96","32","1-17周 二(3-4节)",
"13006027","韩国语听力Ⅰ","崂山校区","讲授","吴圣爱","1.0","32","35","1-17周 五(3-4节);1-17周 四(3-4节);1-17周 三(3-4节);1-17周 二(3-4节)",
"13006025","初级韩国语I","崂山校区","讲授","董磊","8.0","128","35","1-17周 一(3-4节)",
"13006024","朝鲜（韩国）语专业导航","崂山校区","讲授","李光在","0.5","8","35","1-17周 日(11-12节)",
"13006019","韩国语听力Ⅲ","崂山校区","讲授","外教(朝鲜语)","1.0","32","32","1-17周 三(1-2节)",
"13006013","高级韩国语会话Ⅰ","崂山校区","讲授","外教(朝鲜语)","1.0","32","23","1-17周 五(1-2节)",
"13006022","中级韩国语会话Ⅰ","崂山校区","讲授","外教(朝鲜语)","1.0","32","32","1-17周 五(5-6节)",
"13006015","韩国语阅读Ⅳ","崂山校区","讲授","外教(朝鲜语)","2.0","32","23","1-17周 五(3-4节)",
"13006020","韩国语阅读Ⅱ","崂山校区","讲授","外教(朝鲜语)","2.0","32","32","1-17周 二(5-6节)",
"13004009","日语外贸函电","崂山校区","讲授","外教(日语)","1.0","32","51","1-9周 一(1-2节)",
"13004012","学术前沿专题讲座","崂山校区","讲授","张小玲 张韶岩","0.5","8","51","5-8周 五(3-4节)",
"13004017","日语视听说","崂山校区","讲授","李瑞华","2.0","32","41","1-17周 五(3-4节)",
"13004010","商务日语会话","崂山校区","讲授","外教(日语)","2.0","32","51","1-17周 四(3-4节)",
"13004011","学术论文撰写指导","崂山校区","讲授","王文贤","1.0","16","51","1-9周 二(3-4节)",
"13004016","日汉口译Ⅰ","崂山校区","讲授","姜春洁","2.0","32","41","1-17周 二(3-4节)",
"13004018","日语演讲与辩论","崂山校区","讲授","外教(日语)","2.0","32","41","1-17周 一(7-8节)",
"13004007","日本古典文学作品鉴赏","崂山校区","讲授","外教(日语)","2.0","32","51","1-17周 一(3-4节)",
"13004021","中日语言对比分析","崂山校区","讲授","修德健 武倩","2.0","32","41","1-17周 一(5-6节)",
"13004028","中日影视文化传播","崂山校区","讲授","路秀丽","2.0","32","50","1-17周 二(5-6节)",
"13004015","日本社会与文化Ⅱ","崂山校区","讲授","李瑞华","2.0","32","41","1-17周 三(3-4节)",
"13004019","日语语言学I","崂山校区","讲授","姜柳","2.0","32","41","1-17周 二(5-6节);1-17周 四(1-2节);1-17周 三(3-4节);1-17周 二(1-2节)",
"13004023","基础日语III","崂山校区","讲授","姜柳 郭晓丽","8.0","128","25","1-17周 一(3-4节);1-17周 四(3-4节);1-17周 三(1-2节);1-17周 二(3-4节)",
"13004022","基础日语III","崂山校区","讲授","郭晓丽 姜柳","8.0","128","25","1-17周 一(1-2节);1-17周 四(1-2节);1-17周 三(3-4节);1-17周 二(1-2节)",
"13004030","基础日语I","崂山校区","讲授","武倩 魏晓艳","8.0","128","25","1-17周 一(3-4节);1-17周 四(3-4节);1-17周 三(1-2节);1-17周 二(3-4节)",
"13004029","基础日语I","崂山校区","讲授","魏晓艳 武倩","8.0","128","25","1-17周 一(1-2节)",
"13004035","日语专业导航","崂山校区","讲授","修德健","0.5","8","50","1-4周 三(5-6节)",
"13004008","日本近现代文学作品鉴赏II","崂山校区","讲授","黄英","2.0","32","51","1-17周 三(5-6节)",
"13004014","古典日语语法","崂山校区","讲授","郭晓丽","2.0","32","41","1-17周 一(3-4节)",
"13004026","日语听力III","崂山校区","讲授","黄英","2.0","32","50","1-17周 五(3-4节)",
"13004032","日语会话Ⅰ","崂山校区","讲授","外教(日语)","2.0","32","25","1-17周 二(7-8节)",
"13004031","日语会话Ⅰ","崂山校区","讲授","外教(日语)","2.0","32","25","1-17周 二(5-6节)",
"13004034","日语听力Ⅰ","崂山校区","讲授","王文贤","2.0","32","50","1-17周 五(3-4节)",
"13004033","日语听力Ⅰ","崂山校区","讲授","王文贤","2.0","32","50","1-17周 五(1-2节)",
"13004025","日语会话III","崂山校区","讲授","外教(日语)","2.0","32","50","1-17周 三(5-6节);1-17周 四(3-4节)",
"13004013","高级日语Ⅰ","崂山校区","讲授","张韶岩","4.0","64","41","1-17周 二(1-2节)",
"13004020","应用文写作","崂山校区","讲授","外教(日语)","2.0","32","41","1-17周 一(1-2节)",
"13004024","基础写作Ⅰ","崂山校区","讲授","外教(日语)","2.0","32","50","1-17周 三(7-8节)",
"13004027","日语阅读评析Ⅰ","崂山校区","讲授","姜柳","2.0","32","50","1-17周 二(7-8节)",
"13001005","同声传译","崂山校区","讲授","徐德荣","2.0","32","72","1-16周 二(5-6节)",
"13001006","西方外交及社交礼仪","崂山校区","讲授","外教(英语)","1.0","16","72","1-9周 一(3-4节)",
"13001022","实用英语写作","崂山校区","讲授","刘颖颖","2.0","32","30","1-17周 三(7-8节)",
"13001021","实用英语写作","崂山校区","讲授","张慧","2.0","32","30","1-17周 三(7-8节)",
"13001002","国际贸易函电","崂山校区","讲授","魏银霞","1.0","16","72","1-9周 一(5-6节)",
"13006006","外刊选读","崂山校区","讲授","李光在","2.0","32","22","1-17周 三(3-4节)",
"13001020","社会语言学","崂山校区","讲授","张国","2.0","32","82","1-17周 五(3-4节)",
"13001015","翻译技术","崂山校区","讲授","郎玥","2.0","32","82","1-17周 三(7-8节)",
"13001019","商务翻译","崂山校区","讲授","张德玉","2.0","32","82","1-17周 二(5-6节)",
"13001024","文学翻译","崂山校区","讲授","赵德玉","2.0","32","82","1-17周 五(3-4节)",
"13001039","视译","崂山校区","讲授","郎玥","2.0","32","40","1-17周 三(5-6节)",
"13001040","英汉语言对比与翻译","崂山校区","讲授","贺爱军","2.0","32","74","1-17周 五(3-4节)",
"13001007","西方文论","崂山校区","讲授","金浩","2.0","32","72","1-17周 四(1-2节)",
"13001018","跨文化交际","崂山校区","讲授","李潇辰","2.0","32","82","1-17周 三(1-2节)",
"13001003","认知语言学","崂山校区","讲授","吴炳章","2.0","32","72","1-17周 二(1-2节)",
"13001048","英语修辞学","崂山校区","讲授","陈士法","2.0","32","74","1-17周 四(1-2节)",
"13001056","英语词汇学","崂山校区","讲授","陈颖","2.0","32","30","1-17周 三(3-4节)",
"13001041","英语词汇学","崂山校区","讲授","陈颖","2.0","32","30","1-17周 三(1-2节)",
"13001009","语言测试II","崂山校区","讲授","陈颖","1.0","16","72","1-9周 四(3-4节)",
"13001033","英语诗歌选读","崂山校区","讲授","薛淑玮","2.0","32","82","1-17周 二(7-8节)",
"13001031","英语教学法","崂山校区","讲授","李景娜","2.0","32","82","1-17周 二(7-8节)",
"13001066","英汉语言对比","崂山校区","讲授","李璐","2.0","32","25","1-17周 一(7-8节)",
"13001065","英汉语言对比","崂山校区","讲授","郭恩华","2.0","32","25","1-17周 一(5-6节)",
"13001064","英汉语言对比","崂山校区","讲授","郭恩华","2.0","32","25","1-17周 一(7-8节)",
"13001016","翻译简史","崂山校区","讲授","任东升","2.0","32","82","1-17周 五(1-2节)",
"13001017","翻译批评与赏析","崂山校区","讲授","李力","2.0","32","82","1-17周 二(5-6节)",
"13001063","英汉比较与翻译","崂山校区","讲授","贺爱军","2.0","32","75","1-17周 五(1-2节)",
"13001062","英语文学经典导读","崂山校区","讲授","何琼","2.0","32","41","1-17周 一(1-2节)",
"13001035","英语文学经典导读","崂山校区","讲授","刘秀玉","2.0","32","41","1-17周 一(1-2节)",
"13001026","英国文学史","崂山校区","讲授","辛彩娜","2.0","32","82","1-17周 二(1-2节)",
"13001034","英语史","崂山校区","讲授","刘颖颖","2.0","32","82","1-17周 二(3-4节)",
"13001057","英语学术论文写作","崂山校区","讲授","吴亚欣","1.0","16","36","1-9周 五(3-4节)",
"13001008","英语学术论文写作","崂山校区","讲授","吴亚欣","1.0","16","36","1-9周 五(1-2节)",
"13001037","应用语言学","崂山校区","讲授","陈颖","2.0","32","82","1-17周 三(5-6节)",
"13005001","大学德语Ⅳ","崂山校区","讲授","杨帆","2.0","32","70","1-17周 一(5-6节)",
"13005003","大学德语Ⅱ","崂山校区","讲授","杨帆","2.0","32","70","1-17周 一(3-4节)",
"13004002","大学日语Ⅳ","崂山校区","讲授","陈琦佳","2.0","32","70","1-17周 一(5-6节)",
"13004003","大学日语Ⅱ","崂山校区","讲授","李瑞华","2.0","32","70","1-17周 一(3-4节)",
"13005002","大学法语Ⅳ","崂山校区","讲授","王吉英","2.0","32","70","1-17周 一(5-6节)",
"13005004","大学法语Ⅱ","崂山校区","讲授","王吉英","2.0","32","74","1-17周 一(3-4节)",
"13001070","英语读写Ⅰ","崂山校区","讲授","耿梓涵","2.0","32","20","1-17周 三(5-6节)",
"13001069","英语读写Ⅰ","崂山校区","讲授","外教(英语)","2.0","32","20","1-17周 三(5-6节)",
"13001068","英语读写Ⅰ","崂山校区","讲授","外教(英语)","2.0","32","20","1-17周 三(5-6节)",
"13001067","英语读写Ⅰ","崂山校区","讲授","张德玉","2.0","32","20","1-17周 二(7-8节)",
"13001013","翻译概论","崂山校区","讲授","滕梅","2.0","32","82","1-17周 一(3-4节)",
"13001038","中国文化概要","崂山校区","讲授","赵德玉","2.0","32","82","1-17周 三(3-4节)",
"13001030","英汉/汉英口译","崂山校区","讲授","李力","2.0","32","41","1-17周 五(7-8节)",
"13001029","英汉/汉英口译","崂山校区","讲授","李力","2.0","32","41","1-17周 五(5-6节)",
"13001028","英汉/汉英笔译I","崂山校区","讲授","贺爱军","2.0","32","41","1-17周 四(3-4节)",
"13001027","英汉/汉英笔译I","崂山校区","讲授","任东升","2.0","32","41","1-17周 四(1-2节)",
"13001074","英语文学导论","崂山校区","讲授","刘秀玉","2.0","32","75","1-17周 一(3-4节)",
"13001044","英语读写III","崂山校区","讲授","外教(英语)","2.0","32","25","1-17周 二(7-8节)",
"13001043","英语读写III","崂山校区","讲授","外教(英语)","2.0","32","25","1-17周 二(5-6节)",
"13001042","英语读写III","崂山校区","讲授","王珏纯","2.0","32","25","1-17周 二(5-6节)",
"13001052","英语演讲与辩论II","崂山校区","讲授","耿梓涵","2.0","32","25","1-17周 五(5-6节)",
"13001051","英语演讲与辩论II","崂山校区","讲授","外教(英语)","2.0","32","25","1-17周 五(5-6节)",
"13001050","英语演讲与辩论II","崂山校区","讲授","外教(英语)","2.0","32","25","1-17周 五(7-8节)",
"13001049","英语演讲与辩论II","崂山校区","讲授","外教(英语)","2.0","32","25","1-17周 五(5-6节)",
"13001047","英语视听说III","崂山校区","讲授","薛淑玮","2.0","32","25","1-17周 一(5-6节)",
